,y,x,osmid,highway,geometry
5965421616,1.3627841,103.8880661,5965421616,traffic_signals,POINT (103.8880661 1.3627841)
4600208435,1.3602734,103.9389806,4600208435,,POINT (103.9389806 1.3602734)
5928066102,1.3948055,103.900256,5928066102,,POINT (103.900256 1.3948055)
4600208440,1.3600184,103.9392712,4600208440,,POINT (103.9392712 1.3600184)
4600208441,1.3599805,103.93937,4600208441,,POINT (103.93937 1.3599805)
3849362490,1.4091191,103.871108,3849362490,,POINT (103.871108 1.4091191)
5928066107,1.3948935,103.9003229,5928066107,,POINT (103.9003229 1.3948935)
5928066108,1.3949478,103.9003217,5928066108,,POINT (103.9003217 1.3949478)
4600208446,1.3602782,103.9397315,4600208446,,POINT (103.9397315 1.3602782)
5928066110,1.3949069,103.9002904,5928066110,,POINT (103.9002904 1.3949069)
3849362494,1.4078826,103.8688016,3849362494,,POINT (103.8688016 1.4078826)
3849362499,1.4077552,103.869009,3849362499,,POINT (103.869009 1.4077552)
3849362501,1.4078929,103.8690655,3849362501,,POINT (103.8690655 1.4078929)
5921905736,1.39225,103.9068122,5921905736,,POINT (103.9068122 1.39225)
5755968586,1.3834206,103.8775741,5755968586,,POINT (103.8775741 1.3834206)
5755968589,1.3836716,103.8772948,5755968589,,POINT (103.8772948 1.3836716)
5928655956,1.3888866,103.893504,5928655956,,POINT (103.893504 1.3888866)
5928655959,1.3887293,103.8932761,5928655959,,POINT (103.8932761 1.3887293)
229186648,1.368838,103.8760636,229186648,,POINT (103.8760636 1.368838)
5921905760,1.3925142,103.9057898,5921905760,,POINT (103.9057898 1.3925142)
1820138593,1.3741945,103.9313517,1820138593,,POINT (103.9313517 1.3741945)
1820138599,1.3737093,103.9310807,1820138599,,POINT (103.9310807 1.3737093)
1820138610,1.3738166,103.9308399,1820138610,,POINT (103.9308399 1.3738166)
6143188088,1.4093689,103.8725534,6143188088,,POINT (103.8725534 1.4093689)
4005076090,1.4123644,103.8977662,4005076090,,POINT (103.8977662 1.4123644)
4005076092,1.4127017,103.8999715,4005076092,,POINT (103.8999715 1.4127017)
5104278666,1.3854953,103.9045235,5104278666,,POINT (103.9045235 1.3854953)
5104278673,1.385268,103.9043446,5104278673,,POINT (103.9043446 1.385268)
5104278674,1.3849572,103.9041293,5104278674,,POINT (103.9041293 1.3849572)
6498000023,1.3928301,103.9072798,6498000023,,POINT (103.9072798 1.3928301)
6498000024,1.3912793,103.9087276,6498000024,,POINT (103.9087276 1.3912793)
6498000026,1.3910018,103.9089784,6498000026,,POINT (103.9089784 1.3910018)
5104278683,1.3867364,103.9040078,5104278683,,POINT (103.9040078 1.3867364)
5104278684,1.3865516,103.9041957,5104278684,,POINT (103.9041957 1.3865516)
213032093,1.3639661,103.8741313,213032093,,POINT (103.8741313 1.3639661)
5233646760,1.3816539,103.9372466,5233646760,,POINT (103.9372466 1.3816539)
5233646768,1.3811388,103.9374293,5233646768,,POINT (103.9374293 1.3811388)
213032117,1.3637744,103.874024,213032117,traffic_signals,POINT (103.874024 1.3637744)
6745955528,1.3773088,103.9400458,6745955528,,POINT (103.9400458 1.3773088)
6745955529,1.3772179,103.9401725,6745955529,,POINT (103.9401725 1.3772179)
3592363212,1.3983275,103.879104,3592363212,traffic_signals,POINT (103.879104 1.3983275)
3592363213,1.3984724,103.8791231,3592363213,traffic_signals,POINT (103.8791231 1.3984724)
5233646800,1.3812012,103.9372301,5233646800,,POINT (103.9372301 1.3812012)
213032153,1.3628832,103.8735234,213032153,,POINT (103.8735234 1.3628832)
4005076190,1.4111146,103.8972324,4005076190,,POINT (103.8972324 1.4111146)
4005076194,1.4120429,103.8983002,4005076194,,POINT (103.8983002 1.4120429)
4005076195,1.4121107,103.8981949,4005076195,,POINT (103.8981949 1.4121107)
4005076196,1.4120963,103.9001365,4005076196,,POINT (103.9001365 1.4120963)
1710169314,1.3819584,103.8649875,1710169314,,POINT (103.8649875 1.3819584)
6228909307,1.3654381,103.8656126,6228909307,,POINT (103.8656126 1.3654381)
6228909312,1.3651383,103.8655794,6228909312,,POINT (103.8655794 1.3651383)
213032198,1.3623284,103.873367,213032198,traffic_signals,POINT (103.873367 1.3623284)
4690976007,1.3758758,103.8716382,4690976007,,POINT (103.8716382 1.3758758)
5177154829,1.3988411,103.8727301,5177154829,,POINT (103.8727301 1.3988411)
4724595988,1.3875386,103.9045108,4724595988,,POINT (103.9045108 1.3875386)
369433884,1.4100144,103.860509,369433884,,POINT (103.860509 1.4100144)
5177154848,1.4026767,103.8710328,5177154848,,POINT (103.8710328 1.4026767)
5177154849,1.4026796,103.8706916,5177154849,,POINT (103.8706916 1.4026796)
5177154850,1.4019594,103.8717207,5177154850,,POINT (103.8717207 1.4019594)
5177154854,1.4020561,103.8714957,5177154854,,POINT (103.8714957 1.4020561)
5177154855,1.4018432,103.8714607,5177154855,,POINT (103.8714607 1.4018432)
5177154856,1.4017965,103.8713785,5177154856,,POINT (103.8713785 1.4017965)
4005076289,1.4122542,103.8992352,4005076289,,POINT (103.8992352 1.4122542)
5941042504,1.3644753,103.8898092,5941042504,,POINT (103.8898092 1.3644753)
5004238157,1.4190269,103.8640779,5004238157,,POINT (103.8640779 1.4190269)
2680102222,1.3979015,103.8840745,2680102222,,POINT (103.8840745 1.3979015)
5282635087,1.3791982,103.8783556,5282635087,,POINT (103.8783556 1.3791982)
5686730065,1.3750926,103.8660248,5686730065,,POINT (103.8660248 1.3750926)
5686730066,1.3747336,103.8649607,5686730066,,POINT (103.8649607 1.3747336)
5686730067,1.3758517,103.8753274,5686730067,,POINT (103.8753274 1.3758517)
5686730068,1.3763665,103.8744691,5686730068,,POINT (103.8744691 1.3763665)
5686730069,1.3763558,103.8753381,5686730069,,POINT (103.8753381 1.3763558)
3063323990,1.3946193,103.8989189,3063323990,,POINT (103.8989189 1.3946193)
5686730071,1.3742991,103.8754796,5686730071,,POINT (103.8754796 1.3742991)
6013656408,1.3607829,103.8877636,6013656408,,POINT (103.8877636 1.3607829)
6013656409,1.3601621,103.8878538,6013656409,,POINT (103.8878538 1.3601621)
5686730073,1.3751021,103.8755179,5686730073,traffic_signals,POINT (103.8755179 1.3751021)
5686730072,1.3734129,103.8754374,5686730072,,POINT (103.8754374 1.3734129)
5686730074,1.3752304,103.8754802,5686730074,,POINT (103.8754802 1.3752304)
5686730070,1.3763426,103.8755401,5686730070,,POINT (103.8755401 1.3763426)
5686730078,1.3756104,103.8744222,5686730078,,POINT (103.8744222 1.3756104)
5686730079,1.3751358,103.8744115,5686730079,,POINT (103.8744115 1.3751358)
5686730080,1.3789246,103.8659531,5686730080,,POINT (103.8659531 1.3789246)
5686730083,1.3794991,103.8660872,5686730083,,POINT (103.8660872 1.3794991)
4588969317,1.3620134,103.8582453,4588969317,,POINT (103.8582453 1.3620134)
4588969320,1.360836,103.8597318,4588969320,,POINT (103.8597318 1.360836)
3063324013,1.3946405,103.8990234,3063324013,,POINT (103.8990234 1.3946405)
6199975284,1.3931427,103.8963984,6199975284,,POINT (103.8963984 1.3931427)
3849297271,1.4085418,103.8686438,3849297271,,POINT (103.8686438 1.4085418)
6568287618,1.3931641,103.9356551,6568287618,,POINT (103.9356551 1.3931641)
6568287619,1.393982,103.9348848,6568287619,,POINT (103.9348848 1.393982)
369433993,1.4018381,103.8703636,369433993,,POINT (103.8703636 1.4018381)
4137557389,1.3762231,103.8884793,4137557389,,POINT (103.8884793 1.3762231)
4137557391,1.3766369,103.8885306,4137557391,,POINT (103.8885306 1.3766369)
5218704792,1.4233944,103.8893902,5218704792,,POINT (103.8893902 1.4233944)
6036135325,1.3708207,103.9458386,6036135325,,POINT (103.9458386 1.3708207)
6036135329,1.3707953,103.945957,6036135329,,POINT (103.945957 1.3707953)
6036135330,1.3710804,103.9456942,6036135330,,POINT (103.9456942 1.3710804)
369434020,1.4025529,103.8706884,369434020,,POINT (103.8706884 1.4025529)
6036135333,1.3711509,103.9455521,6036135333,,POINT (103.9455521 1.3711509)
4005076389,1.412376,103.9002873,4005076389,,POINT (103.9002873 1.412376)
6036135339,1.3710308,103.9458592,6036135339,,POINT (103.9458592 1.3710308)
6665674158,1.3773206,103.866924,6665674158,,POINT (103.866924 1.3773206)
369434038,1.4032257,103.8707006,369434038,,POINT (103.8707006 1.4032257)
401513922,1.3809142,103.8840424,401513922,,POINT (103.8840424 1.3809142)
401513924,1.3813634,103.8836009,401513924,,POINT (103.8836009 1.3813634)
3063324108,1.3943457,103.901093,3063324108,,POINT (103.901093 1.3943457)
6199975385,1.393178,103.8964087,6199975385,,POINT (103.8964087 1.393178)
6199975386,1.3932597,103.8964355,6199975386,,POINT (103.8964355 1.3932597)
5256486376,1.4057745,103.8957039,5256486376,,POINT (103.8957039 1.4057745)
6053862890,1.364595,103.9150603,6053862890,,POINT (103.9150603 1.364595)
401513962,1.3821684,103.8886509,401513962,traffic_signals,POINT (103.8886509 1.3821684)
6232808940,1.3629841,103.8914452,6232808940,,POINT (103.8914452 1.3629841)
6053862893,1.3644288,103.9154935,6053862893,,POINT (103.9154935 1.3644288)
6053862894,1.3646272,103.9155096,6053862894,,POINT (103.9155096 1.3646272)
6053862895,1.3641432,103.9154637,6053862895,,POINT (103.9154637 1.3641432)
6053862896,1.3641331,103.9156259,6053862896,,POINT (103.9156259 1.3641331)
6053862897,1.3636217,103.9156142,6053862897,,POINT (103.9156142 1.3636217)
6053862898,1.3625885,103.9165365,6053862898,,POINT (103.9165365 1.3625885)
6040690170,1.3719395,103.8932043,6040690170,,POINT (103.8932043 1.3719395)
6053862907,1.3603959,103.9174837,6053862907,,POINT (103.9174837 1.3603959)
391290364,1.3834984,103.8935689,391290364,,POINT (103.8935689 1.3834984)
401513981,1.3816981,103.8869158,401513981,,POINT (103.8869158 1.3816981)
6040690174,1.3713536,103.8931336,6040690174,,POINT (103.8931336 1.3713536)
6053862914,1.3638179,103.9207598,6053862914,,POINT (103.9207598 1.3638179)
6053862915,1.3610341,103.9195168,6053862915,,POINT (103.9195168 1.3610341)
6053862916,1.3640411,103.9202741,6053862916,,POINT (103.9202741 1.3640411)
6053862917,1.3612271,103.9190286,6053862917,,POINT (103.9190286 1.3612271)
6053862919,1.3609912,103.9201015,6053862919,,POINT (103.9201015 1.3609912)
401513993,1.3811067,103.8852281,401513993,,POINT (103.8852281 1.3811067)
6053862922,1.3614416,103.9185888,6053862922,,POINT (103.9185888 1.3614416)
6053862926,1.3641821,103.9199674,6053862926,,POINT (103.9199674 1.3641821)
6053862927,1.3649427,103.9203376,6053862927,,POINT (103.9203376 1.3649427)
1819975186,1.3603923,103.9257302,1819975186,,POINT (103.9257302 1.3603923)
1819975188,1.3601505,103.9256265,1819975188,,POINT (103.9256265 1.3601505)
6029254170,1.3605313,103.8883903,6029254170,,POINT (103.8883903 1.3605313)
6029254171,1.3605224,103.8882973,6029254171,,POINT (103.8882973 1.3605224)
1201741351,1.3721768,103.8742773,1201741351,,POINT (103.8742773 1.3721768)
3339197992,1.3642784,103.8654053,3339197992,,POINT (103.8654053 1.3642784)
3339197991,1.3642,103.8647847,3339197991,,POINT (103.8647847 1.3642)
3089243699,1.4235941,103.885858,3089243699,,POINT (103.885858 1.4235941)
7232298551,1.3901194,103.8996573,7232298551,,POINT (103.8996573 1.3901194)
7232298552,1.3900636,103.9000052,7232298552,,POINT (103.9000052 1.3900636)
7232298556,1.3890036,103.9005185,7232298556,,POINT (103.9005185 1.3890036)
5146222165,1.3708019,103.8963562,5146222165,,POINT (103.8963562 1.3708019)
5177089629,1.3936201,103.8760747,5177089629,,POINT (103.8760747 1.3936201)
5177089634,1.3922297,103.8773333,5177089634,,POINT (103.8773333 1.3922297)
369434211,1.4194523,103.8621074,369434211,,POINT (103.8621074 1.4194523)
5177089640,1.3920289,103.8786423,5177089640,,POINT (103.8786423 1.3920289)
5177319024,1.3787987,103.9004322,5177319024,,POINT (103.9004322 1.3787987)
401514096,1.3804222,103.8845712,401514096,,POINT (103.8845712 1.3804222)
5177089650,1.3908654,103.8790332,5177089650,,POINT (103.8790332 1.3908654)
5177089649,1.3944005,103.8803333,5177089649,,POINT (103.8803333 1.3944005)
5177089652,1.390635,103.8792665,5177089652,,POINT (103.8792665 1.390635)
5177089653,1.3906348,103.8793312,5177089653,,POINT (103.8793312 1.3906348)
5217025359,1.3747697,103.932775,5217025359,,POINT (103.932775 1.3747697)
369434229,1.4161274,103.8606546,369434229,,POINT (103.8606546 1.4161274)
5177089660,1.3906353,103.8790422,5177089660,,POINT (103.8790422 1.3906353)
5217230467,1.3821369,103.9413073,5217230467,,POINT (103.9413073 1.3821369)
5177089668,1.3908317,103.8790332,5177089668,,POINT (103.8790332 1.3908317)
5217230474,1.3817625,103.9400381,5217230474,,POINT (103.9400381 1.3817625)
5268315789,1.376378,103.9391979,5268315789,,POINT (103.9391979 1.376378)
5177319054,1.3775289,103.8970171,5177319054,,POINT (103.8970171 1.3775289)
5177319055,1.3774123,103.8972276,5177319055,,POINT (103.8972276 1.3774123)
5217230480,1.381202,103.9406353,5217230480,turning_loop,POINT (103.9406353 1.381202)
5177089677,1.3912333,103.8781562,5177089677,,POINT (103.8781562 1.3912333)
5177319058,1.3773037,103.8972317,5177319058,,POINT (103.8972317 1.3773037)
410459794,1.3712308,103.8704732,410459794,bus_stop,POINT (103.8704732 1.3712308)
410459793,1.3688745,103.8583563,410459793,bus_stop,POINT (103.8583563 1.3688745)
5177319062,1.3778306,103.8973671,5177319062,,POINT (103.8973671 1.3778306)
5217197718,1.379005,103.9407689,5217197718,,POINT (103.9407689 1.379005)
5467446937,1.3987059,103.8894149,5467446937,,POINT (103.8894149 1.3987059)
5177319066,1.3775343,103.8973846,5177319066,,POINT (103.8973846 1.3775343)
5467446938,1.3984739,103.8893868,5467446938,,POINT (103.8893868 1.3984739)
5217230492,1.3823697,103.9410056,5217230492,,POINT (103.9410056 1.3823697)
5467446939,1.3983331,103.8895702,5467446939,,POINT (103.8895702 1.3983331)
4701920929,1.3958625,103.8949202,4701920929,,POINT (103.8949202 1.3958625)
4701920933,1.3956435,103.8945262,4701920933,,POINT (103.8945262 1.3956435)
5177319083,1.3774696,103.8999022,5177319083,,POINT (103.8999022 1.3774696)
5177319084,1.3773305,103.9005761,5177319084,,POINT (103.9005761 1.3773305)
5177319089,1.3760019,103.8997068,5177319089,,POINT (103.8997068 1.3760019)
5177319091,1.3755351,103.8991965,5177319091,,POINT (103.8991965 1.3755351)
5177319092,1.3780432,103.8977682,5177319092,,POINT (103.8977682 1.3780432)
5684534978,1.4028026,103.9118295,5684534978,,POINT (103.9118295 1.4028026)
4315520716,1.3947581,103.8731511,4315520716,,POINT (103.8731511 1.3947581)
6056451793,1.3967869,103.8702272,6056451793,,POINT (103.8702272 1.3967869)
6056451798,1.3970323,103.8700555,6056451798,,POINT (103.8700555 1.3970323)
5216968421,1.3675538,103.9283811,5216968421,,POINT (103.9283811 1.3675538)
6056451813,1.3981839,103.8698503,6056451813,,POINT (103.8698503 1.3981839)
5216968424,1.3663196,103.9280477,5216968424,,POINT (103.9280477 1.3663196)
7068360429,1.3752881,103.8953856,7068360429,,POINT (103.8953856 1.3752881)
5101786229,1.3694423,103.8817356,5101786229,,POINT (103.8817356 1.3694423)
6056451824,1.3976262,103.870194,6056451824,,POINT (103.870194 1.3976262)
5256748785,1.4152874,103.9056836,5256748785,,POINT (103.9056836 1.4152874)
4598898419,1.3945123,103.9044038,4598898419,,POINT (103.9044038 1.3945123)
4598898420,1.3933249,103.9036578,4598898420,,POINT (103.9036578 1.3933249)
6056451830,1.3969352,103.8706933,6056451830,,POINT (103.8706933 1.3969352)
4598898423,1.3989475,103.902192,4598898423,,POINT (103.902192 1.3989475)
5256748793,1.4139184,103.9048183,5256748793,,POINT (103.9048183 1.4139184)
5256748794,1.4085904,103.8980578,5256748794,,POINT (103.8980578 1.4085904)
5256748795,1.4083857,103.8982111,5256748795,,POINT (103.8982111 1.4083857)
4598898428,1.4006683,103.9035036,4598898428,,POINT (103.9035036 1.4006683)
6056451834,1.3969767,103.8711657,6056451834,,POINT (103.8711657 1.3969767)
6056451836,1.3993251,103.8673166,6056451836,,POINT (103.8673166 1.3993251)
6056451835,1.3988596,103.8672366,6056451835,,POINT (103.8672366 1.3988596)
5256748804,1.4084679,103.8981558,5256748804,,POINT (103.8981558 1.4084679)
4761526021,1.3845785,103.9015144,4761526021,,POINT (103.9015144 1.3845785)
4761526022,1.3846221,103.9015429,4761526022,,POINT (103.9015429 1.3846221)
4761526023,1.3845511,103.9014954,4761526023,,POINT (103.9014954 1.3845511)
6806118185,1.3620371,103.8972736,6806118185,,POINT (103.8972736 1.3620371)
5965637018,1.4126767,103.8759645,5965637018,,POINT (103.8759645 1.4126767)
6806118195,1.361962,103.896691,6806118195,,POINT (103.896691 1.361962)
3063324469,1.3945087,103.9017211,3063324469,,POINT (103.9017211 1.3945087)
5177319222,1.3767734,103.8994111,5177319222,,POINT (103.8994111 1.3767734)
5189476149,1.3877338,103.868184,5189476149,,POINT (103.868184 1.3877338)
6504390456,1.4091603,103.8719907,6504390456,,POINT (103.8719907 1.4091603)
5177319244,1.3780969,103.8968291,5177319244,,POINT (103.8968291 1.3780969)
5177319246,1.3783692,103.8968334,5177319246,,POINT (103.8968334 1.3783692)
1841176400,1.3795786,103.9437439,1841176400,,POINT (103.9437439 1.3795786)
6041116496,1.3998128,103.889968,6041116496,,POINT (103.889968 1.3998128)
5177319251,1.3765173,103.8975842,5177319251,,POINT (103.8975842 1.3765173)
5177319252,1.3763639,103.8975906,5177319252,,POINT (103.8975906 1.3763639)
6620454742,1.3997914,103.9040861,6620454742,,POINT (103.9040861 1.3997914)
6620454743,1.4000873,103.9042281,6620454743,,POINT (103.9042281 1.4000873)
6620454744,1.3989446,103.9043023,6620454744,,POINT (103.9043023 1.3989446)
5177319257,1.3764343,103.8974776,5177319257,,POINT (103.8974776 1.3764343)
5177319258,1.3783222,103.8955378,5177319258,,POINT (103.8955378 1.3783222)
1841176411,1.3796305,103.9448004,1841176411,,POINT (103.9448004 1.3796305)
5177319260,1.3784838,103.8968476,5177319260,,POINT (103.8968476 1.3784838)
6041116509,1.4002006,103.8900112,6041116509,,POINT (103.8900112 1.4002006)
6041116507,1.4002617,103.8899049,6041116507,,POINT (103.8899049 1.4002617)
6041116511,1.3990255,103.889151,6041116511,,POINT (103.889151 1.3990255)
5177319264,1.3785197,103.8969044,5177319264,,POINT (103.8969044 1.3785197)
6620454753,1.3986221,103.9041581,6620454753,,POINT (103.9041581 1.3986221)
6041116510,1.4001215,103.890004,6041116510,,POINT (103.890004 1.4001215)
6620454755,1.3981677,103.9033437,6620454755,,POINT (103.9033437 1.3981677)
1841176419,1.3802325,103.9448357,1841176419,,POINT (103.9448357 1.3802325)
6620454756,1.3978354,103.9031795,6620454756,,POINT (103.9031795 1.3978354)
6041116516,1.3990072,103.8893105,6041116516,,POINT (103.8893105 1.3990072)
6041116519,1.3993105,103.8887987,6041116519,,POINT (103.8887987 1.3993105)
6041116520,1.3993115,103.8887896,6041116520,,POINT (103.8887896 1.3993115)
6041116521,1.3993097,103.8888044,6041116521,,POINT (103.8888044 1.3993097)
6041116528,1.3994948,103.8891603,6041116528,,POINT (103.8891603 1.3994948)
3063324544,1.3949275,103.8994258,3063324544,,POINT (103.8994258 1.3949275)
6041116546,1.3999266,103.8899764,6041116546,,POINT (103.8899764 1.3999266)
6041116547,1.3999241,103.8899934,6041116547,,POINT (103.8899934 1.3999241)
6041116549,1.3999253,103.889985,6041116549,,POINT (103.889985 1.3999253)
5214838662,1.3788254,103.8912141,5214838662,,POINT (103.8912141 1.3788254)
6041116551,1.3997391,103.8902129,6041116551,,POINT (103.8902129 1.3997391)
6041116552,1.3997624,103.8900506,6041116552,,POINT (103.8900506 1.3997624)
6041116553,1.3996175,103.8900313,6041116553,,POINT (103.8900313 1.3996175)
6041116554,1.3996182,103.8900222,6041116554,,POINT (103.8900222 1.3996182)
5214838667,1.3783508,103.8908815,5214838667,,POINT (103.8908815 1.3783508)
5214838668,1.3794316,103.8915454,5214838668,,POINT (103.8915454 1.3794316)
5214838669,1.3794287,103.8918807,5214838669,,POINT (103.8918807 1.3794287)
5214838670,1.3794341,103.8912544,5214838670,,POINT (103.8912544 1.3794341)
6649847695,1.3962681,103.9162673,6649847695,,POINT (103.9162673 1.3962681)
5214838671,1.3767899,103.8905449,5214838671,,POINT (103.8905449 1.3767899)
6041116557,1.3987569,103.8901034,6041116557,,POINT (103.8901034 1.3987569)
6041116555,1.399616,103.8900403,6041116555,,POINT (103.8900403 1.399616)
6041116563,1.3931069,103.8955864,6041116563,,POINT (103.8955864 1.3931069)
1748967328,1.427632,103.870514,1748967328,,POINT (103.870514 1.427632)
6217637793,1.3782534,103.8928853,6217637793,,POINT (103.8928853 1.3782534)
6217637794,1.3783417,103.8927142,6217637794,,POINT (103.8927142 1.3783417)
5214838689,1.380341,103.8884343,5214838689,,POINT (103.8884343 1.380341)
5256650660,1.3954809,103.9229342,5256650660,,POINT (103.9229342 1.3954809)
5256650662,1.3847876,103.9284714,5256650662,,POINT (103.9284714 1.3847876)
6217637799,1.3733973,103.8868455,6217637799,,POINT (103.8868455 1.3733973)
6217637801,1.3729077,103.8900533,6217637801,,POINT (103.8900533 1.3729077)
6217637803,1.3643598,103.8896896,6217637803,,POINT (103.8896896 1.3643598)
6217637804,1.3639882,103.8891322,6217637804,,POINT (103.8891322 1.3639882)
3063324588,1.394976,103.8987337,3063324588,,POINT (103.8987337 1.394976)
5256650667,1.3841429,103.9291116,5256650667,,POINT (103.9291116 1.3841429)
5256650669,1.389771,103.9301101,5256650669,,POINT (103.9301101 1.389771)
5256650670,1.3896289,103.9300244,5256650670,,POINT (103.9300244 1.3896289)
5256650668,1.3893742,103.9303462,5256650668,,POINT (103.9303462 1.3893742)
5256650672,1.3892843,103.9297856,5256650672,,POINT (103.9297856 1.3892843)
5256650674,1.3894771,103.9287906,5256650674,,POINT (103.9287906 1.3894771)
5256650676,1.38929,103.9286403,5256650676,,POINT (103.9286403 1.38929)
5214838707,1.3840724,103.8916817,5214838707,,POINT (103.8916817 1.3840724)
5214838717,1.383109,103.8909873,5214838717,,POINT (103.8909873 1.383109)
5214838722,1.381376,103.8906042,5214838722,,POINT (103.8906042 1.381376)
2763366341,1.3690615,103.9307452,2763366341,traffic_signals,POINT (103.9307452 1.3690615)
5214838727,1.3818773,103.8898934,5214838727,,POINT (103.8898934 1.3818773)
5214838728,1.3816128,103.8896625,5214838728,,POINT (103.8896625 1.3816128)
5214838729,1.3832075,103.891086,5214838729,,POINT (103.891086 1.3832075)
5214838734,1.3806713,103.8913598,5214838734,,POINT (103.8913598 1.3806713)
5214838735,1.3821105,103.8929609,5214838735,,POINT (103.8929609 1.3821105)
5214838739,1.3810912,103.8961645,5214838739,,POINT (103.8961645 1.3810912)
3060506588,1.3614626,103.9035167,3060506588,,POINT (103.9035167 1.3614626)
3060506590,1.3607515,103.9035774,3060506590,,POINT (103.9035774 1.3607515)
5646884833,1.384181,103.9043171,5646884833,,POINT (103.9043171 1.384181)
6097280994,1.3695698,103.8891393,6097280994,,POINT (103.8891393 1.3695698)
5214838769,1.3823865,103.8975181,5214838769,,POINT (103.8975181 1.3823865)
5214838770,1.3799056,103.8969135,5214838770,,POINT (103.8969135 1.3799056)
5214838771,1.3801769,103.896368,5214838771,,POINT (103.896368 1.3801769)
5214838772,1.3821354,103.8951469,5214838772,,POINT (103.8951469 1.3821354)
5214838773,1.3821484,103.8950478,5214838773,,POINT (103.8950478 1.3821484)
5214838774,1.3813396,103.8962574,5214838774,,POINT (103.8962574 1.3813396)
5102149629,1.3743597,103.8832149,5102149629,,POINT (103.8832149 1.3743597)
5102149630,1.373993,103.8836556,5102149630,,POINT (103.8836556 1.373993)
5102149631,1.3740663,103.8833091,5102149631,,POINT (103.8833091 1.3740663)
5102149632,1.3740123,103.8835647,5102149632,,POINT (103.8835647 1.3740123)
5102149633,1.3740875,103.8832188,5102149633,,POINT (103.8832188 1.3740875)
5967126525,1.3886261,103.8688549,5967126525,,POINT (103.8688549 1.3886261)
5967126529,1.3885326,103.8685882,5967126529,,POINT (103.8685882 1.3885326)
5218672692,1.3713755,103.9449877,5218672692,,POINT (103.9449877 1.3713755)
5218672695,1.3712585,103.9448079,5218672695,,POINT (103.9448079 1.3712585)
5218672696,1.3713205,103.9450314,5218672696,,POINT (103.9450314 1.3713205)
5218672698,1.3711481,103.9448278,5218672698,,POINT (103.9448278 1.3711481)
5218672699,1.3711777,103.9448444,5218672699,,POINT (103.9448444 1.3711777)
4004978752,1.4007331,103.8992839,4004978752,,POINT (103.8992839 1.4007331)
5218672705,1.3712312,103.9447139,5218672705,,POINT (103.9447139 1.3712312)
6585360450,1.3820737,103.9304475,6585360450,,POINT (103.9304475 1.3820737)
4004978753,1.4010648,103.8994418,4004978753,,POINT (103.8994418 1.4010648)
4004978754,1.4012428,103.8995209,4004978754,,POINT (103.8995209 1.4012428)
6585360453,1.3821833,103.9304241,6585360453,,POINT (103.9304241 1.3821833)
4004978755,1.4012516,103.8994885,4004978755,,POINT (103.8994885 1.4012516)
4004978756,1.4013117,103.8999318,4004978756,,POINT (103.8999318 1.4013117)
6585360456,1.3821517,103.9304973,6585360456,,POINT (103.9304973 1.3821517)
6585360459,1.3822845,103.9304709,6585360459,,POINT (103.9304709 1.3822845)
6372073551,1.4174011,103.8932907,6372073551,,POINT (103.8932907 1.4174011)
7028088914,1.3638972,103.8859456,7028088914,,POINT (103.8859456 1.3638972)
7028088915,1.3636441,103.8856716,7028088915,,POINT (103.8856716 1.3636441)
5917941846,1.3961927,103.8964016,5917941846,,POINT (103.8964016 1.3961927)
5917941847,1.3962132,103.8963547,5917941847,,POINT (103.8963547 1.3962132)
5917941848,1.3962609,103.8962549,5917941848,,POINT (103.8962549 1.3962609)
6609969240,1.3774963,103.8818546,6609969240,,POINT (103.8818546 1.3774963)
6609969239,1.3772595,103.8818613,6609969239,,POINT (103.8818613 1.3772595)
3063324776,1.3947905,103.899409,3063324776,,POINT (103.899409 1.3947905)
5681062000,1.4038968,103.8924272,5681062000,,POINT (103.8924272 1.4038968)
5214806129,1.3798144,103.8993941,5214806129,,POINT (103.8993941 1.3798144)
5214806133,1.380095,103.8996186,5214806133,,POINT (103.8996186 1.380095)
5278670966,1.3955675,103.8907919,5278670966,,POINT (103.8907919 1.3955675)
5681062006,1.3968771,103.8904087,5681062006,,POINT (103.8904087 1.3968771)
5278670968,1.3954043,103.8907455,5278670968,crossing,POINT (103.8907455 1.3954043)
5278670969,1.391194,103.8929949,5278670969,crossing,POINT (103.8929949 1.391194)
5278670970,1.3912376,103.8928759,5278670970,crossing,POINT (103.8928759 1.3912376)
5278670971,1.3914157,103.8929382,5278670971,crossing,POINT (103.8929382 1.3914157)
5218574460,1.3753217,103.9438802,5218574460,,POINT (103.9438802 1.3753217)
5278670973,1.3912827,103.893081,5278670973,crossing,POINT (103.893081 1.3912827)
5278670974,1.3911966,103.8930494,5278670974,crossing,POINT (103.8930494 1.3911966)
5278670975,1.3912756,103.892781,5278670975,,POINT (103.892781 1.3912756)
5278670976,1.3911767,103.8930421,5278670976,,POINT (103.8930421 1.3911767)
5278670972,1.3913727,103.8930554,5278670972,crossing,POINT (103.8930554 1.3913727)
5278670978,1.3913538,103.8931071,5278670978,,POINT (103.8931071 1.3913538)
5278670977,1.3914533,103.8928355,5278670977,,POINT (103.8928355 1.3914533)
5278670979,1.391371,103.8931959,5278670979,crossing,POINT (103.8931959 1.391371)
5681062015,1.3945552,103.8937563,5681062015,,POINT (103.8937563 1.3945552)
5218574472,1.3742858,103.9431658,5218574472,,POINT (103.9431658 1.3742858)
5218574473,1.3741771,103.943101,5218574473,,POINT (103.943101 1.3741771)
